"","Lead.Number","Lead.Origin","Lead.Source","Do.Not.Email","Converted","TotalVisits","Total.Time.Spent.on.Website","Page.Views.Per.Visit","Last.Activity","What.is.your.current.occupation","City","A.free.copy.of.Mastering.The.Interview","Last.Notable.Activity","total_answered"
"4041","621262","Landing Page Submission","Direct Traffic","No","0",10,416,1.43,"Form Submitted on Website","Unemployed","Thane & Outskirts","No","Modified","2"
"4042","621254","Landing Page Submission","Direct Traffic","Yes","0",1,400,1,"Email Bounced","Student","Mumbai","No","Email Bounced","3"
"4043","621252","Landing Page Submission","Direct Traffic","Yes","0",3,434,1.5,"Page Visited on Website","Working Professional","Other Metro Cities","No","Page Visited on Website","1"
"4044","621242","Landing Page Submission","Direct Traffic","Yes","0",1,2,1,"Email Bounced","Student","Other Cities","No","Modified","1"
"4045","621241","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","SMS Sent","3"
"4046","621231","API","Google","No","0",2,268,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"4047","621219","API","Olark Chat","No","0",0,0,0,"Email Link Clicked","Unemployed","Mumbai","No","Email Link Clicked","0"
"4048","621213","Landing Page Submission","Google","No","1",2,1122,2,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","SMS Sent","4"
"4049","621209","Landing Page Submission","Direct Traffic","No","1",4,1402,2,"SMS Sent","Unemployed","Other Cities","Yes","SMS Sent","3"
"4050","621205","Lead Add Form","Reference","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","Modified","2"
"4051","621198","Lead Add Form","Reference","No","1",0,0,0,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","3"
"4052","621183","Landing Page Submission","Google","No","0",4,1524,2,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"4053","621178","Landing Page Submission","Direct Traffic","No","0",3,150,3,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"4054","621168","Landing Page Submission","Direct Traffic","Yes","0",1,241,1,"Email Bounced","Student","Other Cities of Maharashtra","No","Modified","2"
"4055","621166","Landing Page Submission","Google","No","0",2,111,2,"Email Opened","Unemployed","Mumbai","No","Email Opened","3"
"4056","621130","API","Olark Chat","No","1",0,0,0,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"4057","621126","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"4058","621121","Lead Add Form","Reference","No","1",0,0,0,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","3"
"4059","621116","Lead Add Form","Welingak Website","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"4060","621106","API","Google","No","0",2,1284,2,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Olark Chat Conversation","2"
"4061","621103","API","Google","Yes","0",1,1238,1,"Email Bounced","Unemployed","Mumbai","No","Modified","2"
"4062","621087","Lead Add Form","Reference","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"4063","621078","Lead Add Form","Welingak Website","No","1",5,467,2.5,"SMS Sent","Unemployed","Mumbai","No","Modified","2"
"4064","621055","Landing Page Submission","Direct Traffic","No","0",2,846,2,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"4065","621044","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","0"
"4066","621026","API","Google","No","1",5,96,2.5,"SMS Sent","Working Professional","Mumbai","No","SMS Sent","3"
"4067","621024","Landing Page Submission","Google","No","0",6,34,6,"Converted to Lead","Unemployed","Mumbai","Yes","Modified","3"
"4068","620996","API","Google","No","0",3,208,3,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"4069","620989","API","Google","No","1",3,1204,1.5,"SMS Sent","Working Professional","Mumbai","No","SMS Sent","3"
"4070","620979","Landing Page Submission","Google","No","1",7,875,1.75,"Email Link Clicked","Unemployed","Mumbai","Yes","Email Link Clicked","4"
"4071","620919","Landing Page Submission","Direct Traffic","No","0",3,387,3,"Email Opened","Unemployed","Other Cities of Maharashtra","Yes","Email Opened","3"
"4072","620918","Landing Page Submission","Direct Traffic","No","0",14,1047,1.4,"Page Visited on Website","Unemployed","Mumbai","Yes","Page Visited on Website","3"
"4073","620905","API","Google","No","0",2,115,2,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","2"
"4074","620900","Landing Page Submission","Direct Traffic","No","0",8,149,8,"SMS Sent","Unemployed","Mumbai","Yes","Modified","1"
"4075","620883","API","Olark Chat","No","0",0,0,0,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","0"
"4076","620874","API","Organic Search","No","0",8,789,8,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","0"
"4077","620832","Landing Page Submission","Direct Traffic","No","0",2,1478,2,"Email Opened","Unemployed","Tier II Cities","Yes","Email Opened","3"
"4078","620813","Landing Page Submission","Direct Traffic","No","0",2,323,2,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"4079","620807","Landing Page Submission","Direct Traffic","No","0",4,1017,4,"Email Link Clicked","Unemployed","Mumbai","Yes","Modified","3"
"4080","620794","Landing Page Submission","Direct Traffic","No","0",4,1458,4,"Email Opened","Working Professional","Mumbai","No","Modified","2"
"4081","620792","Landing Page Submission","Google","No","1",3,1350,3,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","2"
"4082","620783","Landing Page Submission","Direct Traffic","No","1",2,857,2,"SMS Sent","Working Professional","Thane & Outskirts","Yes","SMS Sent","3"
"4083","620773","Landing Page Submission","Direct Traffic","No","0",1,295,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","3"
"4084","620768","Landing Page Submission","Direct Traffic","No","0",2,335,2,"Page Visited on Website","Unemployed","Mumbai","Yes","Modified","3"
"4085","620751","Landing Page Submission","Direct Traffic","No","0",8,362,2.67,"Email Opened","Other","Mumbai","No","Email Opened","3"
"4086","620733","Landing Page Submission","Direct Traffic","No","0",3,69,3,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","1"
"4087","620731","Landing Page Submission","Direct Traffic","No","1",2,9,2,"SMS Sent","Unemployed","Mumbai","Yes","SMS Sent","3"
"4088","620705","Landing Page Submission","Google","No","1",7,964,3.5,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","4"
"4089","620704","Landing Page Submission","Google","No","1",5,1205,5,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"4090","620699","Landing Page Submission","Google","No","0",1,52,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","2"
"4091","620695","Landing Page Submission","Direct Traffic","No","0",3,167,3,"Email Opened","Unemployed","Other Metro Cities","Yes","Email Opened","3"
"4092","620677","API","Google","No","1",3,1390,3,"Email Link Clicked","Unemployed","Mumbai","No","Modified","2"
"4093","620667","Landing Page Submission","Direct Traffic","Yes","0",1,238,1,"Email Bounced","Unemployed","Other Metro Cities","Yes","Modified","1"
"4094","620641","Landing Page Submission","Direct Traffic","Yes","0",1,1372,1,"Email Bounced","Student","Thane & Outskirts","No","Modified","1"
"4095","620639","Landing Page Submission","Direct Traffic","No","0",1,518,1,"Converted to Lead","Student","Other Metro Cities","No","Modified","1"
"4096","620635","Landing Page Submission","Direct Traffic","Yes","0",1,328,1,"Email Bounced","Student","Other Cities of Maharashtra","No","Modified","2"
"4097","620633","Landing Page Submission","Direct Traffic","Yes","0",1,496,1,"Email Bounced","Student","Mumbai","No","Modified","1"
"4098","620632","Landing Page Submission","Direct Traffic","Yes","0",1,97,1,"Email Bounced","Student","Mumbai","No","Modified","1"
"4099","620629","Landing Page Submission","Direct Traffic","Yes","0",1,120,1,"Email Bounced","Student","Other Cities of Maharashtra","No","Modified","1"
"4100","620628","Landing Page Submission","Direct Traffic","No","0",1,526,1,"Converted to Lead","Student","Other Cities of Maharashtra","No","Modified","1"
"4101","620627","Landing Page Submission","Direct Traffic","Yes","0",1,233,1,"Email Bounced","Student","Mumbai","No","Modified","2"
"4102","620626","Landing Page Submission","Direct Traffic","Yes","0",1,192,1,"Email Bounced","Student","Other Cities","No","Modified","1"
"4103","620624","API","Google","No","0",3,63,3,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"4104","620608","Landing Page Submission","Direct Traffic","Yes","0",1,784,1,"Email Bounced","Student","Other Cities of Maharashtra","No","Modified","1"
"4105","620607","Landing Page Submission","Direct Traffic","No","0",2,75,2,"View in browser link Clicked","Working Professional","Mumbai","No","Modified","1"
"4106","620605","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","0"
"4107","620588","Landing Page Submission","Google","No","0",2,461,2,"Form Submitted on Website","Unemployed","Mumbai","No","Modified","4"
"4108","620563","API","Google","No","0",8,89,2.67,"View in browser link Clicked","Unemployed","Other Cities of Maharashtra","Yes","View in browser link Clicked","3"
"4109","620553","Landing Page Submission","Google","No","0",3,22,3,"Form Submitted on Website","Unemployed","Other Cities","No","Modified","2"
"4110","620550","API","Google","No","0",6,154,6,"Converted to Lead","Unemployed","Mumbai","No","Modified","0"
"4111","620543","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","2"
"4112","620522","Landing Page Submission","Direct Traffic","Yes","0",3,1685,1.5,"Page Visited on Website","Student","Mumbai","No","Modified","1"
"4113","620517","API","Olark Chat","No","1",0,0,0,"SMS Sent","Working Professional","Thane & Outskirts","No","SMS Sent","3"
"4114","620507","Landing Page Submission","Direct Traffic","No","1",3,321,3,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","1"
"4115","620505","Landing Page Submission","Direct Traffic","No","1",3,1820,3,"Page Visited on Website","Unemployed","Mumbai","Yes","Page Visited on Website","3"
"4116","620504","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"4117","620501","Landing Page Submission","Google","No","1",3,924,3,"Email Opened","Working Professional","Mumbai","No","Email Opened","4"
"4118","620493","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Other Metro Cities","No","Olark Chat Conversation","0"
"4119","620476","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"4120","620474","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"4121","620468","Landing Page Submission","Google","No","0",3,210,3,"Email Opened","Unemployed","Other Cities","No","Email Opened","4"
"4122","620463","API","Organic Search","No","0",4,1434,4,"Converted to Lead","Unemployed","Mumbai","No","Modified","0"
"4123","620456","API","Google","No","0",1,339,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","2"
"4124","620454","Lead Add Form","Reference","No","1",6,1812,2,"Page Visited on Website","Unemployed","Mumbai","Yes","Page Visited on Website","3"
"4125","620439","Landing Page Submission","Direct Traffic","No","0",2,350,2,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","2"
"4126","620429","Landing Page Submission","Direct Traffic","No","1",11,1505,3.67,"SMS Sent","Unemployed","Thane & Outskirts","Yes","SMS Sent","3"
"4127","620420","Landing Page Submission","Google","No","1",8,787,4,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"4128","620414","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"4129","620405","Landing Page Submission","Direct Traffic","No","0",8,306,8,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","3"
"4130","620391","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"4131","620385","Landing Page Submission","Google","No","0",6,1049,2,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"4132","620376","API","Google","No","1",2,683,2,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"4133","620372","Landing Page Submission","Direct Traffic","No","1",6,1703,6,"Email Opened","Unemployed","Mumbai","Yes","Modified","3"
"4134","620363","Landing Page Submission","Direct Traffic","No","1",2,964,2,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","1"
"4135","620326","API","Direct Traffic","No","1",16,1482,1.23,"Page Visited on Website","Unemployed","Mumbai","No","Page Visited on Website","2"
"4136","620304","Landing Page Submission","Direct Traffic","No","1",5,264,5,"Email Opened","Working Professional","Thane & Outskirts","Yes","Email Opened","3"
"4137","620285","API","Google","No","0",4,429,2,"Page Visited on Website","Unemployed","Mumbai","No","Page Visited on Website","0"
"4138","620278","Landing Page Submission","Google","No","1",6,1049,3,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"4139","620276","Landing Page Submission","Direct Traffic","No","0",4,363,4,"Converted to Lead","Unemployed","Mumbai","No","Modified","4"
"4140","620274","API","Google","No","1",3,1177,3,"SMS Sent","Working Professional","Mumbai","No","SMS Sent","3"
"4141","620273","Landing Page Submission","Google","No","1",5,140,5,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","4"
"4142","620260","API","Olark Chat","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"4143","620255","Landing Page Submission","Google","No","0",7,115,3.5,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"4144","620226","API","Google","No","0",1,82,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","3"
"4145","620223","Lead Add Form","Reference","No","1",0,0,0,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","2"
"4146","620221","Landing Page Submission","Google","No","0",5,1096,2.5,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","4"
"4147","620220","API","Organic Search","Yes","0",1,117,1,"Email Bounced","Unemployed","Other Metro Cities","No","Modified","2"
"4148","620216","Landing Page Submission","Google","No","1",4,549,4,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"4149","620193","Landing Page Submission","Google","No","0",5,588,5,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","4"
"4150","620189","Lead Add Form","Reference","No","1",0,0,0,"Email Opened","Unemployed","Mumbai","No","Modified","3"
"4151","620185","API","Google","No","1",9,351,4.5,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","3"
"4152","620179","Landing Page Submission","Google","No","1",6,1212,3,"SMS Sent","Unemployed","Thane & Outskirts","Yes","SMS Sent","4"
"4153","620177","API","Olark Chat","No","0",0,0,0,"SMS Sent","Unemployed","Thane & Outskirts","No","SMS Sent","2"
"4154","620170","Landing Page Submission","Direct Traffic","No","0",1,199,1,"Converted to Lead","Student","Mumbai","Yes","Modified","3"
"4155","620157","Lead Add Form","Reference","No","1",0,0,0,"Email Opened","Unemployed","Mumbai","No","Email Opened","3"
"4156","620155","Landing Page Submission","Google","No","1",4,1387,4,"SMS Sent","Unemployed","Mumbai","No","SMS Sent","4"
"4157","620147","API","Google","No","0",3,51,1.5,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","2"
"4158","620137","Landing Page Submission","Google","Yes","1",4,1674,4,"Unsubscribed","Working Professional","Mumbai","No","Unsubscribed","4"
"4159","620115","Landing Page Submission","Google","No","1",4,158,4,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"4160","620113","Landing Page Submission","Direct Traffic","No","0",4,162,4,"Olark Chat Conversation","Unemployed","Other Cities of Maharashtra","Yes","Olark Chat Conversation","3"
